1.3,6732
1.3,6657
1.3,7091
1.3,7073
1.3,6963
1.3,6901
1.3,5774
1.3,6824
1.3,7148
1.3,7033
1.3,6640
1.3,6128
1.3,7107
1.3,7310
1.3,7904
1.3,8373
1.3,6500
1.3,6848
1.3,6324
1.3,7889
1.3,5996
1.3,8373
1.3,6169
1.3,6377
1.3,6557
1.3,8275
1.3,7698
1.3,7000
1.3,8086
1.3,6438
1.4,6123
1.4,7647
1.4,6195
1.4,6844
1.4,6136
1.4,6576
1.4,7537
1.4,5882
1.4,8184
1.4,5643
1.4,7038
1.4,5745
1.4,7687
1.4,6586
1.4,7577
1.4,8275
1.4,6821
1.4,5954
1.4,7189
1.4,7364
1.4,7337
1.4,7596
1.4,6480
1.4,7302
1.4,6811
1.4,7938
1.4,8344
1.4,7620
1.4,6615
1.4,6124
1.5,6614
1.5,6130
1.5,8344
1.5,7046
1.5,6403
1.5,6267
1.5,7302
1.5,7519
1.5,8275
1.5,5736
1.5,7359
1.5,6045
1.5,8086
1.5,7724
1.5,6047
1.5,7164
1.5,6530
1.5,7575
1.5,5623
1.5,8184
1.5,8243
1.5,8036
1.5,5091
1.5,7370
1.5,8214
1.5,7618
1.5,7024
1.5,8344
1.5,7064
1.5,6669
1.6,6506
1.6,6502
1.6,6315
1.6,8275
1.6,8214
1.6,6827
1.6,6919
1.6,6580
1.6,6939
1.6,7006
1.6,8125
1.6,5721
1.6,7100
1.6,6698
1.6,6652
1.6,7609
1.6,5788
1.6,7687
1.6,5828
1.6,8344
1.6,6919
1.6,8007
1.6,6953
1.6,7545
1.6,7516
1.6,6466
1.6,7916
1.6,7131
1.6,7855
1.6,6919
1.7,7105
1.7,7649
1.7,8125
1.7,7228
1.7,7918
1.7,7673
1.7,7687
1.7,7631
1.7,6554
1.7,6501
1.7,6411
1.7,6722
1.7,7254
1.7,7761
1.7,7818
1.7,6504
1.7,6652
1.7,7051
1.7,6280
1.7,7727
1.7,7059
1.7,8373
1.7,7029
1.7,7757
1.7,7553
1.7,7155
1.7,7759
1.7,8216
1.7,8216
1.7,7887
