1.3,612
1.3,1428
1.3,1428
1.3,714
1.3,1428
1.3,1122
1.3,1428
1.3,1428
1.3,1058
1.3,956
1.3,1326
1.3,1122
1.3,1224
1.3,1224
1.3,1020
1.3,1326
1.3,975
1.3,1077
1.3,1058
1.3,1326
1.3,1058
1.3,1326
1.3,1122
1.3,1020
1.3,1224
1.3,918
1.3,1077
1.3,1020
1.3,1428
1.3,1326
1.4,1058
1.4,1224
1.4,1058
1.4,612
1.4,1428
1.4,1326
1.4,752
1.4,1428
1.4,1224
1.4,1224
1.4,1428
1.4,1224
1.4,1428
1.4,1428
1.4,0
1.4,1428
1.4,1428
1.4,1077
1.4,1224
1.4,1224
1.4,1428
1.4,1224
1.4,1224
1.4,612
1.4,1224
1.4,1428
1.4,1326
1.4,1020
1.4,1224
1.4,1428
1.5,1224
1.5,1428
1.5,1428
1.5,1428
1.5,956
1.5,1224
1.5,1428
1.5,1428
1.5,1326
1.5,1428
1.5,1020
1.5,1428
1.5,1428
1.5,1428
1.5,975
1.5,1122
1.5,1326
1.5,1428
1.5,1020
1.5,1428
1.5,1224
1.5,1122
1.5,1122
1.5,1428
1.5,1224
1.5,1224
1.5,1428
1.5,1326
1.5,1428
1.5,1428
1.6,1122
1.6,714
1.6,1058
1.6,1326
1.6,1077
1.6,1428
1.6,1077
1.6,1428
1.6,1326
1.6,1428
1.6,1224
1.6,1428
1.6,1428
1.6,1020
1.6,1122
1.6,1326
1.6,1428
1.6,1428
1.6,1428
1.6,1122
1.6,1058
1.6,1224
1.6,1020
1.6,1020
1.6,1224
1.6,1224
1.6,1428
1.6,1428
1.6,1224
1.6,1428
1.7,1428
1.7,1428
1.7,1428
1.7,1058
1.7,1058
1.7,1224
1.7,1224
1.7,1224
1.7,1428
1.7,1428
1.7,1428
1.7,1428
1.7,1428
1.7,1428
1.7,1428
1.7,1326
1.7,1224
1.7,1224
1.7,1077
1.7,1224
1.7,1224
1.7,1224
1.7,1428
1.7,1020
1.7,1224
1.7,1326
1.7,1077
1.7,1122
1.7,1122
1.7,1428
